"M0","Mu.iE","Mu.iV","alpha.age[1]","alpha.age[2]","alpha.age[3]","alpha.age[4]","alpha.age[5]","alpha.breed[1]","alpha.breed[2]","alpha.breed[3]","alpha.breed[4]","alpha.breed[5]","alpha.inj","alpha.regime2","beta.age.first[1]","beta.age.first[2]","beta.age.first[3]","beta.age.first[4]","beta.age.first[5]","beta.age.first[6]","beta.age.first[7]","beta.iE.regime2","beta.inj","beta.p.sex","beta.p1","beta.p2","beta.regime","beta.regime.p2","kappa","mu.p","p.beta.ageW","pi.miss.calf","psi_sex","sigma.B.t","sigma.iE.t","sigma.p.ind","sigma.p.t","sigma.phi.t","z[1]","z[2]","z[3]","z[4]"
0.0103849668872883,0.00636025496490829,0.000340041298650852,0.818651821113653,0.7501029788676,-0.533539462541639,0.308420892021869,0,0,0.479421381401758,1.45914747399509,0.321572950881007,0,3.27382482521343,0.707460552762413,-5.42653545300209,-3.01447197021082,-2.21235849947375,-1.29094401525679,-1.84527512278379,-1.08118796167895,0,1.10852969890825,-2.10384141885553,-0.289922735691266,0.490761728925552,0.839059592604018,-0.70590806275794,-0.742241026851901,0.0676148394265,1.31165923643954,0.265996677327095,0.00693869899432383,0.470656657287537,0.585129991964972,0.00632193590583526,1.18236678843095,0.705337018280651,0.165355067202781,1,1,1,1
0.00909092142517134,0.00775217577209242,0.00064388164007764,0.88183036307271,0.986222531531765,-0.477485796678616,0.830258234696853,0,0,0.458535713175572,1.81704817886422,0.0744430414485803,0,2.73936855224904,1.00150269611249,-6.81586216610424,-3.07637751955594,-1.55545034029317,-1.9417848960463,-1.60111136906809,-1.13649384739631,0,0.833992612459316,-0.819347531765136,-0.214139483347269,0.583498546661914,0.639572917348003,-1.04154311001371,-0.620144498177692,0.0505651654107204,1.26088314753289,0.283056787723744,0.00784839393685321,0.442163617182932,0.663137077730147,0.00666181540083566,1.13447419465658,0.764207923266779,0.198788401888286,1,1,1,1
0.00855731996033562,0.0101199763121072,0.000668070916668695,0.925715157092408,0.485055247344339,0.0126484719419001,0.90386700218894,0,0,0.599221242018279,1.3824965361768,0.0748655621833879,0,3.11449212874719,0.834191225845756,-5.33397902423586,-3.48630108497839,-1.88649140943494,-1.17938409855268,-1.20801821527751,-1.51462818594471,0,0.654884814849548,-0.967194328423392,-0.142939400994654,0.745987764620532,0.665039904602147,-0.838612680430324,-0.753049461543688,0.0540061691599373,1.31614335765218,0.229873592663425,0.0084828985339999,0.495269421860589,0.775503335659971,0.00666181540083566,1.09639798937236,0.818506674575299,0.224513962455067,1,1,1,1
0.00829368052929736,0.00925350934206048,0.00103167866727316,0.775161774739338,1.33707268985325,-0.328161014140442,0.53847304298241,0,0,0.553221036217957,1.58944888847577,0.53104949084459,0,3.08964507829073,0.933310435037853,-5.04590465692768,-2.45509446765837,-2.25994966953102,-1.72548722731949,-2.43250478726873,-1.27341341539139,0,0.670303273692359,-2.59448214114245,-0.199451032824561,0.300847715555902,1.09965801730661,-0.060714519214039,-0.935831466844155,0.0752776849225293,1.32897286851984,0.239409613179307,0.00856436151614997,0.467025293433046,0.543278214943167,0.00689434353495704,1.1103190466738,0.668247213197136,0.195286764646538,1,1,1,1
0.00927226025390708,0.00828266594326719,0.000597003734820438,0.967305361703325,1.15520295571927,0.489221705364322,0.284283489712712,0,0,0.396969685471015,1.53602033563478,0.307836651735793,0,3.16414140489893,0.771487855953251,-5.10725441546981,-3.0712797695875,-2.01118287185542,-1.44435640070309,-1.03707025336318,-1.20888823625578,0,0.958118431026192,-0.923028686060469,-0.115708854288954,0.0497725430987239,1.72998658487558,-0.643062128957505,-1.99172380557102,0.0477494237717847,1.32718741464957,0.172842775498413,0.0118595697518734,0.446434525805298,0.651124676018057,0.00729002030332332,1.09102189420852,1.12510160896362,0.232341325691687,1,1,1,1
0.00934883603560243,0.00810372822625325,0.000745008838113207,1.33156444983968,0.754373745048345,-0.449895991364203,0.216199198395624,0,0,0.558350253011025,1.43882912007365,0.33237009845497,0,2.63954557544248,0.841968205994015,-5.11345285042263,-2.9851717419896,-2.17315465793559,-1.67376444000431,-1.73108310410405,-1.25047006036006,0,0.993586637724246,-1.40408412557707,-0.0728269228037546,0.112826030318481,1.70677150891946,-0.401567746214242,-2.3043486795457,0.0462210937845418,1.31112296787527,0.166165422400674,0.00543546180071398,0.447075469523033,0.755817831462188,0.0066612408816578,1.14275282369296,0.910638453392359,0.265421909183325,1,1,1,1
0.00900033827971265,0.00799999051102761,0.000535127356026848,0.971887620241245,0.953617526622649,-0.366826479660226,0.626192065772262,0,0,0.573423494611097,1.47592553248288,0.0949329883662175,0,3.02702314600099,0.885432827493807,-9.99447075427878,-2.82015464574381,-1.96103166701895,-2.15617059768244,-2.12410725936835,-1.33358678238543,0,0.968774659483806,-0.855985374778693,-0.199959413946428,0.125675758066074,1.75278401464017,-0.181567492394435,-2.09152391464908,0.0618085146407482,1.36623257219424,0.178149984196196,0.00641337477187427,0.445938462345686,0.666913090134916,0.0066612408816578,1.24086715752866,0.713356406946434,0.231644115353456,1,1,1,1
0.00849281502800697,0.00756872447627421,0.00100385827523706,1.11651983061071,1.09987690550353,-0.758197493444776,0.707014892300735,0,0,0.217653139980129,1.73348976506765,-0.0631016285820792,0,2.96635169757561,0.854847452491425,-6.03695784252985,-3.13332988875995,-1.35330957642999,-0.981334947866814,-1.3275657208645,-1.12122270526292,0,1.04925555368243,-1.35411518817293,-0.169627477570933,0.229826019586931,1.14859051739053,-0.449858465790157,-1.26034771173022,0.0637318860921555,1.34810448321271,0.201185890390606,0.008955646749385,0.440123139971946,0.609865115839231,0.0084005159039606,1.24420809108484,0.747112689892065,0.252544127058811,1,1,1,1
0.00852050486908947,0.00790907183940071,0.000730917599268502,1.28524204926658,0.905086757963447,-1.17015663437021,0.509252803910789,0,0,1.13690374057376,1.36324278703136,0.0224351289409364,0,2.75946819746028,0.995773033231193,-7.60581563639438,-4.03779693985382,-1.91762190777709,-1.62705765408616,-1.212432191456,-1.16040523161152,0,0.830777618836434,-2.51553424635409,-0.181122693005942,0.413779351261615,0.920064318668745,-0.666798850117113,-0.649519629887079,0.0664588225956088,1.42604935706692,0.270733598557639,0.00741649859374969,0.46974133311341,0.709185113729088,0.0084005159039606,1.23250087766112,0.852468021343277,0.245292944112715,1,1,1,1
0.00910242165768467,0.00644476588624093,0.000449776909189299,0.978101515517416,1.21502634336056,-0.196949679031104,0.665198779438309,0,0,0.563942875767662,1.41644670112758,-0.0586138177873562,0,2.6964946547122,1.0918575089343,-5.42755154003109,-2.36630883223899,-1.68375796035283,-1.72001542181491,-1.36342597851353,-1.24018366827596,0,0.991157165939929,-0.346871832220034,-0.163826896814954,0.222314221770736,0.783189050986498,-1.08853589709978,-0.897631786373611,0.0476904609333491,1.34720536473719,0.243860702970031,0.00588768687127695,0.430049704246053,0.657078276250653,0.0064517174110593,1.19431159629881,0.747547649586312,0.29660174772573,1,1,1,1
